code,ano,ivs,ivs_infraestrutura_urbana,ivs_capital_humano,ivs_renda_e_trabalho,idhm,idhm_long,idhm_educ,idhm_renda,prosp_soc,renda_per_capita,gini
353250,2010,0.169,0.104,0.242,0.162,0.754,0.823,0.707,0.737,Muito Alto,784.55,0.4
353260,2010,0.263,0.347,0.213,0.227,0.751,0.835,0.672,0.755,Muito Alto,878.42,0.49
353270,2010,0.189,0.001,0.257,0.307,0.713,0.814,0.636,0.701,Muito Alto,628.33,0.37
353280,2010,0.197,0.112,0.254,0.224,0.737,0.826,0.684,0.71,Muito Alto,662.48,0.38
353282,2010,0.352,0.254,0.448,0.353,0.651,0.799,0.577,0.598,Médio,330.03,0.47
353284,2010,0.195,0.094,0.205,0.287,0.715,0.806,0.675,0.673,Muito Alto,526.58,0.34
353286,2010,0.178,0.123,0.223,0.188,0.755,0.823,0.755,0.694,Muito Alto,600.13,0.36
353290,2010,0.247,0.252,0.295,0.192,0.765,0.868,0.719,0.718,Muito Alto,697.32,0.39
353300,2010,0.231,0.204,0.257,0.231,0.739,0.818,0.68,0.727,Muito Alto,737.29,0.44
353310,2010,0.286,0.301,0.246,0.311,0.727,0.842,0.644,0.707,Muito Alto,652.36,0.41
353320,2010,0.166,0.061,0.235,0.201,0.735,0.827,0.711,0.675,Muito Alto,533.68,0.36
353330,2010,0.199,0.101,0.276,0.218,0.743,0.808,0.719,0.705,Muito Alto,643.07,0.35
353325,2010,0.324,0.403,0.337,0.233,0.719,0.822,0.635,0.712,Alto,671.15,0.45
353350,2010,0.211,0.159,0.275,0.198,0.753,0.865,0.665,0.741,Muito Alto,806.75,0.45
353360,2010,0.168,0.002,0.276,0.226,0.746,0.866,0.656,0.73,Muito Alto,751.92,0.45
353370,2010,0.249,0.114,0.361,0.272,0.717,0.83,0.653,0.679,Muito Alto,547.66,0.39
353390,2010,0.2,0.131,0.269,0.2,0.773,0.867,0.724,0.737,Muito Alto,783.14,0.43
353400,2010,0.195,0.122,0.232,0.231,0.738,0.863,0.671,0.693,Muito Alto,597.67,0.34
353410,2010,0.195,0.059,0.269,0.256,0.77,0.837,0.761,0.717,Muito Alto,694.16,0.44
353420,2010,0.131,0,0.192,0.2,0.767,0.824,0.762,0.719,Muito Alto,699.63,0.38
353430,2010,0.201,0.146,0.243,0.214,0.78,0.882,0.703,0.765,Muito Alto,934.54,0.5
353450,2010,0.172,0.002,0.24,0.276,0.749,0.823,0.715,0.713,Muito Alto,675.35,0.45
353460,2010,0.199,0.102,0.261,0.233,0.761,0.837,0.713,0.74,Muito Alto,797.55,0.46
353470,2010,0.188,0.093,0.238,0.232,0.778,0.859,0.726,0.753,Muito Alto,868.91,0.5
353480,2010,0.354,0.297,0.436,0.33,0.692,0.814,0.612,0.666,Médio,504.63,0.39
353475,2010,0.19,0.109,0.197,0.265,0.77,0.866,0.736,0.717,Muito Alto,694.33,0.43
353490,2010,0.301,0.347,0.283,0.272,0.725,0.843,0.631,0.717,Alto,694.16,0.45
353500,2010,0.345,0.403,0.366,0.266,0.732,0.848,0.645,0.717,Alto,692.43,0.4
353510,2010,0.256,0.269,0.329,0.172,0.722,0.837,0.644,0.698,Muito Alto,615.01,0.34
353520,2010,0.209,0.184,0.205,0.237,0.753,0.829,0.714,0.72,Muito Alto,707.38,0.42
353530,2010,0.192,0.126,0.227,0.224,0.746,0.814,0.702,0.727,Muito Alto,739.37,0.44
353540,2010,0.27,0.086,0.407,0.319,0.722,0.814,0.639,0.724,Muito Alto,722.51,0.51
353550,2010,0.254,0.254,0.273,0.234,0.762,0.836,0.739,0.717,Muito Alto,694.42,0.45
353580,2010,0.25,0.162,0.319,0.267,0.717,0.838,0.631,0.697,Muito Alto,613.31,0.47
353590,2010,0.179,0.022,0.243,0.271,0.732,0.842,0.656,0.712,Muito Alto,670.18,0.45
353600,2010,0.226,0.126,0.285,0.267,0.737,0.83,0.696,0.693,Muito Alto,597.44,0.42
353570,2010,0.24,0.27,0.249,0.201,0.749,0.836,0.668,0.751,Muito Alto,855.28,0.45
353610,2010,0.194,0.037,0.317,0.228,0.727,0.821,0.652,0.718,Muito Alto,696.71,0.46
353620,2010,0.227,0.049,0.344,0.288,0.736,0.862,0.678,0.682,Muito Alto,557.69,0.47
353625,2010,0.166,0.006,0.3,0.193,0.721,0.842,0.618,0.72,Muito Alto,705.62,0.4
353630,2010,0.257,0.193,0.336,0.243,0.73,0.826,0.678,0.696,Muito Alto,607.51,0.42
353640,2010,0.236,0.078,0.346,0.284,0.711,0.811,0.64,0.692,Muito Alto,592.42,0.44
353657,2010,0.216,0.134,0.288,0.227,0.718,0.817,0.663,0.683,Muito Alto,560.94,0.43
353660,2010,0.283,0.24,0.288,0.321,0.725,0.8,0.662,0.721,Muito Alto,708.63,0.51
353670,2010,0.3,0.341,0.316,0.244,0.739,0.812,0.673,0.738,Alto,788.42,0.49
353680,2010,0.222,0.064,0.347,0.255,0.677,0.796,0.581,0.671,Alto,521.38,0.41
353690,2010,0.18,0.005,0.256,0.28,0.742,0.854,0.684,0.698,Muito Alto,615.77,0.38
353700,2010,0.244,0.211,0.305,0.215,0.715,0.82,0.622,0.716,Muito Alto,690.08,0.49
353715,2010,0.135,0.09,0.16,0.155,0.774,0.836,0.739,0.749,Muito Alto,847.63,0.56
353720,2010,0.277,0.14,0.367,0.325,0.696,0.812,0.634,0.654,Alto,467.93,0.47
353730,2010,0.197,0.113,0.253,0.225,0.759,0.859,0.68,0.748,Muito Alto,840.16,0.47
353740,2010,0.223,0.067,0.272,0.329,0.767,0.845,0.732,0.728,Muito Alto,743.94,0.48
353750,2010,0.187,0.008,0.311,0.243,0.736,0.872,0.637,0.717,Muito Alto,692.35,0.44
353770,2010,0.313,0.335,0.351,0.252,0.732,0.843,0.684,0.681,Alto,553.99,0.4
353780,2010,0.265,0.129,0.348,0.317,0.716,0.848,0.624,0.694,Muito Alto,601.32,0.47
353790,2010,0.255,0.106,0.344,0.314,0.69,0.82,0.594,0.674,Alto,531.06,0.43
353810,2010,0.302,0.403,0.294,0.209,0.737,0.842,0.654,0.726,Alto,732.68,0.39
353820,2010,0.246,0.199,0.303,0.236,0.725,0.808,0.666,0.707,Muito Alto,652.43,0.42
353830,2010,0.274,0.188,0.35,0.283,0.711,0.836,0.644,0.669,Muito Alto,514.47,0.42
353860,2010,0.265,0.199,0.31,0.285,0.739,0.85,0.625,0.758,Muito Alto,893.05,0.57
353870,2010,0.24,0.284,0.247,0.188,0.786,0.848,0.717,0.797,Muito Alto,1143.2,0.52
353880,2010,0.212,0.144,0.256,0.237,0.759,0.843,0.699,0.74,Muito Alto,801.23,0.48
353890,2010,0.248,0.258,0.264,0.221,0.749,0.853,0.672,0.734,Muito Alto,770.38,0.47
353900,2010,0.18,0.033,0.279,0.23,0.756,0.836,0.702,0.735,Muito Alto,774.99,0.38
353920,2010,0.304,0.406,0.256,0.251,0.776,0.863,0.733,0.74,Alto,798,0.52
353930,2010,0.184,0.169,0.207,0.176,0.801,0.884,0.736,0.789,Muito Alto,1086.22,0.51
353940,2010,0.201,0.217,0.224,0.163,0.779,0.859,0.723,0.762,Muito Alto,917.62,0.48
353950,2010,0.265,0.21,0.34,0.246,0.723,0.829,0.651,0.699,Muito Alto,620.66,0.41
353960,2010,0.19,0.031,0.286,0.252,0.719,0.853,0.639,0.683,Muito Alto,560.64,0.37
353970,2010,0.274,0.136,0.34,0.347,0.719,0.823,0.652,0.691,Muito Alto,591.1,0.49
353990,2010,0.184,0.095,0.232,0.223,0.766,0.853,0.717,0.736,Muito Alto,778.41,0.39
354000,2010,0.159,0.092,0.189,0.195,0.785,0.864,0.748,0.75,Muito Alto,850.38,0.47
354010,2010,0.189,0.097,0.236,0.235,0.755,0.844,0.701,0.727,Muito Alto,736.33,0.45
354020,2010,0.286,0.18,0.441,0.235,0.725,0.838,0.633,0.718,Muito Alto,699.28,0.44
354025,2010,0.342,0.402,0.375,0.248,0.702,0.847,0.603,0.677,Alto,541.56,0.38
354030,2010,0.192,0.074,0.316,0.187,0.732,0.805,0.69,0.705,Muito Alto,642.68,0.38
354040,2010,0.282,0.218,0.367,0.261,0.714,0.804,0.647,0.699,Muito Alto,621.48,0.41
354050,2010,0.264,0.118,0.361,0.312,0.703,0.864,0.578,0.696,Muito Alto,606.65,0.48
354060,2010,0.221,0.226,0.237,0.2,0.758,0.836,0.707,0.737,Muito Alto,785.76,0.45
354070,2010,0.225,0.195,0.269,0.213,0.751,0.827,0.696,0.736,Muito Alto,779,0.45
354080,2010,0.184,0.099,0.268,0.186,0.747,0.857,0.661,0.737,Muito Alto,785.96,0.4
354085,2010,0.328,0.4,0.218,0.366,0.696,0.814,0.629,0.658,Médio,480.62,0.38
354090,2010,0.272,0.352,0.25,0.214,0.733,0.822,0.65,0.738,Muito Alto,788.76,0.45
354105,2010,0.207,0.062,0.356,0.205,0.701,0.798,0.633,0.681,Muito Alto,553.4,0.4
354110,2010,0.272,0.195,0.34,0.28,0.735,0.811,0.689,0.711,Muito Alto,665.72,0.47
354120,2010,0.237,0.161,0.255,0.296,0.756,0.839,0.719,0.718,Muito Alto,695.29,0.46
354130,2010,0.259,0.202,0.274,0.301,0.75,0.845,0.7,0.714,Muito Alto,680.56,0.47
354140,2010,0.178,0.135,0.21,0.19,0.806,0.858,0.774,0.788,Muito Alto,1080.22,0.54
354150,2010,0.214,0.164,0.239,0.24,0.763,0.836,0.708,0.749,Muito Alto,846.18,0.49
354160,2010,0.207,0.044,0.308,0.268,0.743,0.85,0.666,0.724,Muito Alto,726,0.43
354165,2010,0.188,0.002,0.3,0.261,0.678,0.822,0.541,0.7,Alto,625.35,0.49
354170,2010,0.306,0.329,0.313,0.275,0.738,0.814,0.7,0.706,Alto,648.64,0.41
354180,2010,0.246,0.143,0.305,0.289,0.715,0.811,0.681,0.662,Muito Alto,491.84,0.42
354200,2010,0.308,0.362,0.259,0.304,0.732,0.811,0.703,0.689,Alto,581.09,0.43
354210,2010,0.196,0.161,0.25,0.175,0.745,0.823,0.696,0.722,Muito Alto,717.07,0.4
354220,2010,0.191,0.034,0.283,0.255,0.751,0.861,0.683,0.72,Muito Alto,707.37,0.47
354240,2010,0.161,0.055,0.2,0.229,0.768,0.818,0.752,0.735,Muito Alto,774.14,0.46
354250,2010,0.232,0.189,0.286,0.219,0.728,0.817,0.66,0.715,Muito Alto,685.32,0.41
354260,2010,0.239,0.097,0.311,0.31,0.754,0.851,0.702,0.718,Muito Alto,699.41,0.52
354270,2010,0.219,0.028,0.35,0.278,0.705,0.826,0.639,0.664,Muito Alto,499.24,0.38
354280,2010,0.316,0.281,0.335,0.331,0.699,0.797,0.673,0.635,Médio,416.85,0.47
354290,2010,0.248,0.174,0.326,0.243,0.712,0.811,0.625,0.712,Muito Alto,673.96,0.46
354300,2010,0.397,0.276,0.448,0.467,0.639,0.797,0.553,0.592,Médio,318.44,0.46
354310,2010,0.213,0.043,0.354,0.242,0.711,0.814,0.642,0.688,Muito Alto,579.04,0.42
354325,2010,0.286,0.231,0.315,0.313,0.705,0.807,0.676,0.643,Muito Alto,436.21,0.41
354340,2010,0.235,0.297,0.236,0.173,0.8,0.844,0.739,0.82,Muito Alto,1314.04,0.54
354320,2010,0.164,0.029,0.252,0.213,0.747,0.818,0.676,0.753,Muito Alto,866.43,0.59
354323,2010,0.33,0.402,0.273,0.316,0.721,0.809,0.7,0.661,Alto,489.94,0.38
354360,2010,0.194,0.002,0.33,0.251,0.74,0.824,0.69,0.713,Muito Alto,677.62,0.45
354370,2010,0.225,0.184,0.278,0.214,0.733,0.826,0.682,0.701,Muito Alto,626.27,0.44
354380,2010,0.332,0.382,0.358,0.257,0.723,0.843,0.644,0.696,Alto,606.9,0.43
354390,2010,0.159,0.086,0.215,0.177,0.803,0.862,0.767,0.784,Muito Alto,1049.16,0.5
354400,2010,0.24,0.283,0.219,0.218,0.759,0.841,0.7,0.741,Muito Alto,804,0.45
354420,2010,0.369,0.403,0.397,0.308,0.703,0.817,0.629,0.677,Alto,539.22,0.4
354350,2010,0.374,0.269,0.438,0.417,0.664,0.799,0.578,0.634,Médio,412.42,0.5
354425,2010,0.31,0.297,0.286,0.346,0.764,0.818,0.728,0.749,Alto,843.59,0.6
354450,2010,0.179,0.141,0.16,0.236,0.759,0.844,0.726,0.713,Muito Alto,676.48,0.39
354440,2010,0.166,0.002,0.28,0.217,0.721,0.82,0.667,0.684,Muito Alto,565.62,0.37
354460,2010,0.237,0.162,0.272,0.278,0.728,0.813,0.671,0.708,Muito Alto,655.4,0.41
354470,2010,0.174,0.058,0.228,0.237,0.73,0.83,0.678,0.692,Muito Alto,592.88,0.47
354480,2010,0.289,0.337,0.288,0.243,0.751,0.859,0.697,0.708,Muito Alto,654.79,0.42
354490,2010,0.186,0.037,0.246,0.274,0.773,0.845,0.74,0.738,Muito Alto,789.73,0.43
354510,2010,0.249,0.094,0.395,0.258,0.72,0.846,0.649,0.678,Muito Alto,544.52,0.39
354515,2010,0.123,0.003,0.221,0.145,0.791,0.856,0.75,0.771,Muito Alto,967.88,0.39
354520,2010,0.211,0.187,0.241,0.205,0.78,0.836,0.751,0.755,Muito Alto,876.67,0.45
354540,2010,0.306,0.147,0.415,0.356,0.704,0.825,0.637,0.664,Alto,499.65,0.42
354530,2010,0.315,0.334,0.308,0.304,0.729,0.834,0.664,0.699,Alto,618.93,0.44
354550,2010,0.295,0.239,0.288,0.358,0.709,0.812,0.659,0.665,Muito Alto,502.4,0.43
354560,2010,0.161,0.07,0.229,0.184,0.761,0.835,0.703,0.75,Muito Alto,853.14,0.43
354570,2010,0.209,0.112,0.278,0.239,0.727,0.809,0.665,0.716,Muito Alto,686.89,0.42
354610,2010,0.161,0.069,0.223,0.191,0.733,0.804,0.686,0.712,Muito Alto,672.98,0.45
354620,2010,0.149,0,0.246,0.2,0.79,0.876,0.679,0.83,Muito Alto,1400.46,0.67
354625,2010,0.35,0.403,0.282,0.364,0.743,0.832,0.687,0.719,Alto,700.57,0.53
354630,2010,0.289,0.277,0.393,0.198,0.728,0.815,0.635,0.746,Muito Alto,829.66,0.51
354640,2010,0.197,0.12,0.261,0.212,0.762,0.867,0.686,0.744,Muito Alto,818.3,0.46
354650,2010,0.252,0.284,0.24,0.233,0.738,0.802,0.699,0.716,Muito Alto,688.24,0.42
354660,2010,0.174,0.079,0.229,0.215,0.784,0.84,0.751,0.763,Muito Alto,924.06,0.49
354670,2010,0.161,0.002,0.292,0.19,0.737,0.847,0.654,0.723,Muito Alto,718.03,0.38
354690,2010,0.31,0.369,0.329,0.232,0.737,0.818,0.703,0.696,Alto,609.37,0.39
354700,2010,0.248,0.045,0.418,0.282,0.685,0.82,0.571,0.688,Alto,578.55,0.45
354710,2010,0.222,0.113,0.273,0.279,0.739,0.847,0.699,0.683,Muito Alto,561.64,0.4
354740,2010,0.121,0,0.18,0.183,0.761,0.838,0.74,0.711,Muito Alto,666.14,0.39
354750,2010,0.2,0.155,0.231,0.213,0.775,0.887,0.686,0.764,Muito Alto,930.59,0.48
354760,2010,0.261,0.261,0.238,0.285,0.77,0.868,0.704,0.746,Muito Alto,829.2,0.5
354765,2010,0.179,0.068,0.169,0.301,0.772,0.864,0.748,0.712,Muito Alto,673.2,0.35
354720,2010,0.113,0,0.161,0.178,0.773,0.84,0.732,0.751,Muito Alto,856.78,0.42
354770,2010,0.239,0.144,0.277,0.297,0.752,0.854,0.689,0.725,Muito Alto,726.34,0.52
354790,2010,0.201,0.067,0.329,0.208,0.702,0.83,0.603,0.69,Muito Alto,585.63,0.42
354805,2010,0.246,0.28,0.232,0.226,0.757,0.84,0.728,0.71,Muito Alto,662.71,0.41
354810,2010,0.17,0,0.26,0.25,0.714,0.835,0.62,0.703,Muito Alto,635.11,0.41
354830,2010,0.322,0.415,0.252,0.298,0.732,0.828,0.714,0.664,Alto,497.6,0.41
354840,2010,0.295,0.401,0.259,0.226,0.74,0.83,0.719,0.68,Muito Alto,551.5,0.35
355110,2010,0.235,0.04,0.368,0.298,0.707,0.814,0.622,0.699,Muito Alto,619.86,0.52
355120,2010,0.301,0.14,0.458,0.304,0.688,0.794,0.604,0.679,Médio,548.61,0.44
355130,2010,0.143,0,0.194,0.234,0.773,0.835,0.74,0.748,Muito Alto,840.63,0.42
355140,2010,0.321,0.33,0.356,0.275,0.686,0.81,0.573,0.697,Médio,613.57,0.45
355160,2010,0.162,0.071,0.234,0.182,0.767,0.873,0.676,0.764,Muito Alto,927.39,0.48
355150,2010,0.212,0.161,0.299,0.177,0.729,0.835,0.65,0.713,Muito Alto,677.75,0.37
355170,2010,0.186,0.128,0.229,0.2,0.761,0.855,0.672,0.768,Muito Alto,953.23,0.46
355180,2010,0.303,0.112,0.426,0.371,0.672,0.832,0.562,0.651,Médio,459.28,0.5
355190,2010,0.286,0.356,0.331,0.171,0.714,0.807,0.637,0.709,Muito Alto,657.45,0.41
355210,2010,0.223,0.161,0.264,0.243,0.728,0.828,0.634,0.737,Muito Alto,785.71,0.44
355220,2010,0.277,0.401,0.219,0.211,0.798,0.843,0.762,0.792,Muito Alto,1107.19,0.52
355230,2010,0.212,0.102,0.301,0.234,0.747,0.809,0.694,0.743,Muito Alto,813.95,0.54
355255,2010,0.247,0.042,0.402,0.296,0.699,0.812,0.631,0.665,Alto,500.45,0.41
354890,2010,0.187,0.18,0.201,0.18,0.805,0.863,0.766,0.788,Muito Alto,1079.45,0.49
354900,2010,0.297,0.369,0.289,0.233,0.723,0.814,0.658,0.705,Muito Alto,643.37,0.45
354940,2010,0.181,0.089,0.241,0.213,0.762,0.847,0.706,0.74,Muito Alto,799.93,0.42
354950,2010,0.309,0.308,0.364,0.253,0.693,0.844,0.58,0.679,Médio,548.31,0.46
354970,2010,0.196,0.106,0.269,0.212,0.773,0.867,0.717,0.744,Muito Alto,818.61,0.49
354980,2010,0.194,0.22,0.203,0.16,0.797,0.846,0.747,0.801,Muito Alto,1169.16,0.5
354910,2010,0.16,0.092,0.206,0.182,0.797,0.87,0.749,0.776,Muito Alto,998.31,0.51
354920,2010,0.154,0.059,0.214,0.19,0.72,0.806,0.686,0.675,Muito Alto,532.23,0.36
354925,2010,0.178,0.066,0.24,0.229,0.749,0.833,0.738,0.682,Muito Alto,559.18,0.37
354930,2010,0.211,0.242,0.243,0.147,0.75,0.854,0.691,0.714,Muito Alto,680.13,0.33
355010,2010,0.213,0.142,0.282,0.214,0.743,0.805,0.694,0.735,Muito Alto,773.82,0.45
355020,2010,0.286,0.176,0.37,0.311,0.71,0.799,0.633,0.708,Muito Alto,657.07,0.57
355040,2010,0.203,0.076,0.319,0.213,0.755,0.863,0.674,0.741,Muito Alto,803.02,0.46
355050,2010,0.211,0.125,0.263,0.247,0.703,0.826,0.636,0.661,Muito Alto,488.08,0.39
355060,2010,0.219,0.189,0.244,0.223,0.768,0.863,0.687,0.765,Muito Alto,932.62,0.5
355080,2010,0.202,0.07,0.314,0.221,0.701,0.82,0.609,0.689,Muito Alto,581.04,0.41
355090,2010,0.219,0.182,0.269,0.208,0.766,0.852,0.722,0.732,Muito Alto,761.14,0.45
355260,2010,0.301,0.402,0.284,0.218,0.734,0.82,0.666,0.726,Alto,731.31,0.4
355270,2010,0.274,0.281,0.36,0.18,0.704,0.818,0.61,0.7,Muito Alto,625.39,0.4
355290,2010,0.309,0.416,0.269,0.243,0.723,0.809,0.685,0.682,Alto,559.1,0.38
355300,2010,0.216,0.088,0.347,0.214,0.709,0.818,0.631,0.69,Muito Alto,587.51,0.37
355310,2010,0.234,0.106,0.354,0.242,0.71,0.814,0.628,0.701,Muito Alto,626.12,0.41
355320,2010,0.248,0.265,0.251,0.229,0.76,0.835,0.717,0.732,Muito Alto,761.47,0.42
355330,2010,0.22,0.123,0.324,0.211,0.73,0.858,0.623,0.729,Muito Alto,747.11,0.45
355340,2010,0.208,0.133,0.26,0.232,0.748,0.829,0.687,0.735,Muito Alto,775.79,0.42
355360,2010,0.164,0.035,0.244,0.213,0.751,0.87,0.692,0.703,Muito Alto,637.12,0.4
355350,2010,0.325,0.198,0.406,0.371,0.681,0.846,0.578,0.647,Médio,449.75,0.44
355365,2010,0.187,0.12,0.255,0.185,0.759,0.823,0.715,0.742,Muito Alto,811.38,0.51
355370,2010,0.298,0.403,0.284,0.207,0.748,0.827,0.696,0.727,Muito Alto,739.25,0.46
355380,2010,0.37,0.407,0.407,0.295,0.7,0.811,0.605,0.7,Alto,624.86,0.48
355385,2010,0.282,0.074,0.435,0.335,0.679,0.811,0.627,0.617,Alto,373.06,0.43
355390,2010,0.332,0.407,0.303,0.285,0.726,0.823,0.698,0.666,Alto,505.51,0.4
355395,2010,0.213,0.086,0.261,0.293,0.753,0.852,0.68,0.738,Muito Alto,787.79,0.54
355400,2010,0.188,0.079,0.271,0.213,0.752,0.842,0.688,0.734,Muito Alto,771.05,0.47
355420,2010,0.295,0.177,0.383,0.324,0.668,0.794,0.562,0.668,Alto,510.13,0.48
355430,2010,0.285,0.19,0.322,0.344,0.741,0.856,0.679,0.699,Muito Alto,619.79,0.47
355440,2010,0.288,0.401,0.287,0.177,0.749,0.838,0.684,0.732,Muito Alto,759.32,0.45
355450,2010,0.139,0.002,0.252,0.163,0.778,0.884,0.698,0.764,Muito Alto,927.25,0.48
355460,2010,0.236,0.166,0.273,0.269,0.71,0.826,0.629,0.688,Muito Alto,580.24,0.46
355465,2010,0.26,0.208,0.307,0.264,0.714,0.829,0.647,0.679,Muito Alto,548.39,0.39
355470,2010,0.208,0.085,0.297,0.243,0.744,0.852,0.658,0.734,Muito Alto,770.15,0.45
355475,2010,0.298,0.317,0.313,0.266,0.722,0.81,0.697,0.666,Muito Alto,505.36,0.4
355490,2010,0.164,0,0.238,0.252,0.753,0.829,0.726,0.71,Muito Alto,663.71,0.41
355495,2010,0.235,0.169,0.292,0.245,0.727,0.871,0.63,0.702,Muito Alto,630.49,0.39
355510,2010,0.161,0.074,0.227,0.182,0.769,0.835,0.715,0.762,Muito Alto,914.36,0.49
355500,2010,0.22,0.137,0.281,0.243,0.771,0.852,0.704,0.764,Muito Alto,926.96,0.54
355520,2010,0.113,0.001,0.163,0.176,0.751,0.824,0.721,0.713,Muito Alto,676.92,0.35
355530,2010,0.241,0.255,0.253,0.213,0.737,0.817,0.675,0.724,Muito Alto,725.06,0.39
355535,2010,0.235,0.108,0.365,0.231,0.699,0.844,0.604,0.672,Alto,522.27,0.35
355550,2010,0.186,0.004,0.339,0.215,0.727,0.829,0.674,0.689,Muito Alto,580.57,0.42
355560,2010,0.301,0.404,0.29,0.208,0.721,0.823,0.644,0.708,Alto,655.13,0.4
355570,2010,0.195,0,0.386,0.198,0.749,0.862,0.699,0.697,Muito Alto,610.77,0.35
355590,2010,0.174,0.083,0.259,0.179,0.712,0.832,0.639,0.678,Muito Alto,544.1,0.39
355600,2010,0.175,0.094,0.245,0.186,0.745,0.817,0.683,0.741,Muito Alto,805.66,0.43
355580,2010,0.177,0.047,0.232,0.251,0.746,0.804,0.71,0.727,Muito Alto,739.08,0.46
355610,2010,0.151,0,0.248,0.205,0.735,0.81,0.692,0.708,Muito Alto,654.97,0.36
355630,2010,0.264,0.248,0.312,0.231,0.725,0.824,0.643,0.719,Muito Alto,701.02,0.45
355635,2010,0.203,0.062,0.303,0.245,0.7,0.839,0.591,0.69,Alto,587.59,0.38
355640,2010,0.297,0.374,0.312,0.204,0.737,0.863,0.643,0.721,Muito Alto,711.6,0.42
355660,2010,0.179,0.031,0.24,0.267,0.754,0.83,0.715,0.722,Muito Alto,713.66,0.45
355680,2010,0.21,0.118,0.271,0.241,0.739,0.823,0.683,0.717,Muito Alto,692.01,0.4
355690,2010,0.198,0.192,0.213,0.188,0.744,0.84,0.676,0.726,Muito Alto,732.14,0.35
355695,2010,0.151,0.003,0.249,0.201,0.725,0.81,0.685,0.686,Muito Alto,572.68,0.35
355700,2010,0.269,0.301,0.264,0.242,0.767,0.838,0.747,0.72,Muito Alto,703.99,0.4
355710,2010,0.151,0.058,0.189,0.205,0.79,0.857,0.744,0.772,Muito Alto,977.39,0.49
355650,2010,0.301,0.401,0.273,0.23,0.759,0.863,0.705,0.72,Alto,706.02,0.39
355715,2010,0.181,0.065,0.268,0.209,0.729,0.826,0.674,0.695,Muito Alto,605.79,0.39
350040,2010,0.181,0.058,0.243,0.242,0.781,0.886,0.716,0.75,Muito Alto,853.39,0.52
350050,2010,0.182,0.013,0.291,0.242,0.745,0.846,0.675,0.725,Muito Alto,730.13,0.43
350055,2010,0.143,0.012,0.274,0.142,0.757,0.84,0.695,0.744,Muito Alto,818.15,0.48
350060,2010,0.113,0,0.159,0.181,0.854,0.89,0.824,0.849,Muito Alto,1580.72,0.54
350120,2010,0.19,0.055,0.263,0.252,0.728,0.806,0.683,0.701,Muito Alto,627.14,0.41
350130,2010,0.231,0.167,0.272,0.254,0.757,0.834,0.732,0.712,Muito Alto,672.03,0.46
350140,2010,0.278,0.259,0.322,0.253,0.688,0.805,0.605,0.669,Alto,512.99,0.38
353380,2010,0.242,0.183,0.259,0.285,0.731,0.858,0.637,0.713,Muito Alto,676.94,0.43
350635,2010,0.224,0.042,0.391,0.238,0.73,0.817,0.654,0.727,Muito Alto,736.03,0.48
351350,2010,0.291,0.247,0.334,0.294,0.737,0.821,0.68,0.716,Muito Alto,689.21,0.45
351870,2010,0.285,0.249,0.333,0.274,0.75,0.854,0.679,0.729,Muito Alto,745,0.5
352210,2010,0.25,0.127,0.325,0.3,0.745,0.823,0.701,0.716,Muito Alto,690.67,0.5
353110,2010,0.273,0.212,0.302,0.306,0.754,0.854,0.699,0.719,Muito Alto,699.73,0.5
353760,2010,0.244,0.088,0.316,0.329,0.749,0.854,0.675,0.73,Muito Alto,753.85,0.53
354100,2010,0.319,0.378,0.308,0.272,0.754,0.834,0.692,0.744,Alto,820.97,0.49
354850,2010,0.17,0.148,0.187,0.174,0.839,0.852,0.806,0.861,Muito Alto,1693.65,0.55
355100,2010,0.311,0.406,0.283,0.243,0.768,0.856,0.715,0.738,Alto,789.32,0.47
350160,2010,0.149,0.115,0.175,0.158,0.81,0.876,0.76,0.8,Muito Alto,1161.68,0.47
350380,2010,0.26,0.258,0.295,0.228,0.749,0.827,0.681,0.745,Muito Alto,823.24,0.46
350950,2010,0.277,0.404,0.238,0.188,0.804,0.86,0.731,0.829,Muito Alto,1390.83,0.56
351280,2010,0.205,0.116,0.249,0.249,0.77,0.876,0.697,0.746,Muito Alto,829.25,0.42
351515,2010,0.284,0.299,0.341,0.212,0.732,0.815,0.668,0.72,Muito Alto,707.37,0.45
351905,2010,0.117,0.031,0.188,0.133,0.793,0.878,0.698,0.815,Muito Alto,1274.53,0.54
351907,2010,0.308,0.417,0.257,0.25,0.756,0.858,0.703,0.716,Alto,686.96,0.41
352050,2010,0.154,0.08,0.212,0.169,0.788,0.837,0.738,0.791,Muito Alto,1098.31,0.47
352340,2010,0.178,0.135,0.238,0.162,0.778,0.844,0.708,0.788,Muito Alto,1080.74,0.48
352470,2010,0.197,0.165,0.231,0.197,0.784,0.862,0.715,0.782,Muito Alto,1038.61,0.49
353180,2010,0.326,0.412,0.295,0.27,0.732,0.863,0.639,0.713,Alto,674.23,0.44
353340,2010,0.177,0.143,0.197,0.191,0.791,0.861,0.762,0.755,Muito Alto,878.14,0.41
353650,2010,0.211,0.227,0.213,0.192,0.795,0.864,0.727,0.8,Muito Alto,1160.79,0.48
353710,2010,0.137,0.002,0.225,0.184,0.769,0.864,0.7,0.75,Muito Alto,853.76,0.42
354580,2010,0.174,0.13,0.211,0.18,0.781,0.867,0.731,0.752,Muito Alto,863.02,0.41
354800,2010,0.216,0.102,0.332,0.214,0.702,0.838,0.576,0.718,Muito Alto,695.67,0.44
