code,ano,ivs,ivs_infraestrutura_urbana,ivs_capital_humano,ivs_renda_e_trabalho,idhm,idhm_long,idhm_educ,idhm_renda,prosp_soc,renda_per_capita,gini
brasil,2015,0.248,0.214,0.263,0.266,0.765,0.852,0.72,0.729,Muito Alto,746.84,0.51
5,2015,0.242,0.282,0.243,0.201,0.787,0.869,0.737,0.761,Muito Alto,912.05,0.5
2,2015,0.311,0.212,0.361,0.361,0.706,0.817,0.657,0.655,Alto,471.24,0.51
1,2015,0.298,0.223,0.348,0.323,0.713,0.826,0.661,0.665,Muito Alto,500.88,0.5
3,2015,0.234,0.273,0.198,0.232,0.797,0.87,0.768,0.757,Muito Alto,890.77,0.5
4,2015,0.191,0.186,0.2,0.186,0.79,0.877,0.738,0.764,Muito Alto,927.01,0.46
53,2015,0.253,0.401,0.181,0.177,0.847,0.904,0.798,0.842,Muito Alto,1508.75,0.56
52,2015,0.247,0.27,0.257,0.215,0.769,0.862,0.724,0.728,Muito Alto,741.57,0.45
51,2015,0.226,0.242,0.236,0.201,0.775,0.857,0.744,0.731,Muito Alto,754.99,0.45
50,2015,0.206,0.143,0.285,0.189,0.764,0.862,0.686,0.753,Muito Alto,868.8,0.47
27,2015,0.351,0.215,0.433,0.406,0.67,0.802,0.593,0.631,Médio,406.34,0.48
29,2015,0.293,0.16,0.359,0.359,0.706,0.823,0.645,0.663,Muito Alto,493.98,0.51
23,2015,0.286,0.198,0.332,0.328,0.716,0.818,0.697,0.644,Muito Alto,438.94,0.49
21,2015,0.353,0.303,0.392,0.365,0.692,0.801,0.658,0.629,Médio,400.97,0.54
25,2015,0.31,0.208,0.356,0.367,0.717,0.818,0.67,0.672,Alto,523.53,0.52
26,2015,0.339,0.298,0.348,0.373,0.715,0.821,0.671,0.665,Alto,500.13,0.52
22,2015,0.285,0.144,0.359,0.352,0.691,0.809,0.627,0.65,Alto,457.55,0.51
24,2015,0.303,0.203,0.344,0.363,0.718,0.824,0.665,0.675,Alto,532.78,0.51
28,2015,0.301,0.176,0.36,0.369,0.69,0.816,0.618,0.652,Médio,463.77,0.48
12,2015,0.354,0.331,0.41,0.321,0.712,0.818,0.666,0.663,Alto,495.58,0.54
16,2015,0.25,0.117,0.334,0.299,0.729,0.836,0.686,0.675,Muito Alto,532.23,0.49
13,2015,0.347,0.309,0.378,0.355,0.72,0.824,0.689,0.658,Alto,480.57,0.52
15,2015,0.297,0.204,0.349,0.338,0.695,0.821,0.631,0.647,Alto,448.41,0.47
11,2015,0.206,0.062,0.305,0.251,0.732,0.845,0.66,0.703,Muito Alto,634.73,0.47
14,2015,0.258,0.209,0.307,0.258,0.765,0.837,0.757,0.707,Muito Alto,649.43,0.52
17,2015,0.25,0.174,0.298,0.277,0.744,0.835,0.704,0.699,Muito Alto,619.56,0.52
32,2015,0.229,0.179,0.24,0.268,0.77,0.86,0.728,0.728,Muito Alto,743.26,0.49
31,2015,0.211,0.134,0.237,0.263,0.764,0.858,0.711,0.731,Muito Alto,755.97,0.49
33,2015,0.282,0.41,0.201,0.235,0.788,0.87,0.734,0.765,Muito Alto,932.22,0.53
35,2015,0.238,0.328,0.175,0.213,0.817,0.877,0.81,0.768,Muito Alto,954.58,0.48
41,2015,0.19,0.164,0.217,0.191,0.792,0.874,0.751,0.758,Muito Alto,895.05,0.47
43,2015,0.221,0.239,0.213,0.21,0.776,0.874,0.7,0.763,Muito Alto,921.9,0.46
42,2015,0.128,0.098,0.149,0.137,0.81,0.886,0.775,0.774,Muito Alto,988.57,0.42
530010,2010,0.294,0.412,0.265,0.204,0.823,0.872,0.742,0.863,Muito Alto,1715.11,0.63
520013,2010,0.314,0.244,0.369,0.328,0.686,0.822,0.553,0.71,Médio,664.09,0.53
520015,2010,0.311,0.204,0.287,0.441,0.701,0.836,0.622,0.664,Alto,497.31,0.43
520050,2010,0.269,0.092,0.335,0.381,0.697,0.834,0.584,0.694,Alto,599.9,0.44
520055,2010,0.195,0.021,0.29,0.274,0.719,0.841,0.624,0.709,Muito Alto,661.19,0.49
520060,2010,0.322,0.151,0.402,0.412,0.713,0.819,0.611,0.723,Alto,719.11,0.65
520080,2010,0.388,0.236,0.51,0.418,0.66,0.819,0.548,0.64,Médio,429.63,0.48
520082,2010,0.362,0.028,0.469,0.589,0.609,0.812,0.489,0.569,Médio,276.05,0.53
520085,2010,0.297,0.226,0.32,0.345,0.7,0.813,0.631,0.669,Alto,512.95,0.4
520090,2010,0.311,0.245,0.345,0.342,0.681,0.813,0.579,0.672,Médio,523.25,0.41
520120,2010,0.159,0.09,0.251,0.135,0.725,0.802,0.657,0.724,Muito Alto,721.84,0.39
520130,2010,0.244,0.122,0.31,0.299,0.714,0.834,0.627,0.695,Muito Alto,604.97,0.46
520110,2010,0.24,0.158,0.312,0.249,0.737,0.822,0.66,0.737,Muito Alto,785.17,0.5
520145,2010,0.29,0.015,0.476,0.38,0.692,0.814,0.583,0.7,Alto,623.58,0.49
520150,2010,0.358,0.33,0.408,0.338,0.693,0.823,0.584,0.692,Médio,595.05,0.45
520170,2010,0.259,0.182,0.325,0.269,0.732,0.83,0.68,0.694,Muito Alto,600.03,0.45
520215,2010,0.296,0.076,0.353,0.458,0.674,0.814,0.54,0.696,Alto,608.17,0.53
520160,2010,0.342,0.393,0.374,0.26,0.693,0.838,0.578,0.686,Médio,571.55,0.53
520235,2010,0.321,0.13,0.317,0.515,0.687,0.826,0.582,0.674,Médio,531.91,0.5
520250,2010,0.269,0.086,0.431,0.291,0.675,0.826,0.526,0.708,Alto,654.67,0.51
520260,2010,0.314,0.151,0.332,0.459,0.7,0.836,0.62,0.661,Médio,489.23,0.43
520280,2010,0.287,0.039,0.432,0.388,0.659,0.828,0.508,0.682,Alto,556.03,0.55
520310,2010,0.459,0.484,0.436,0.459,0.655,0.819,0.557,0.614,Baixo,365.35,0.58
520320,2010,0.246,0.127,0.361,0.251,0.742,0.853,0.682,0.701,Muito Alto,628.55,0.44
520340,2010,0.37,0.327,0.486,0.299,0.67,0.811,0.545,0.68,Médio,551.54,0.49
520350,2010,0.327,0.298,0.376,0.306,0.701,0.86,0.573,0.699,Alto,618.62,0.47
520357,2010,0.307,0.038,0.527,0.358,0.63,0.812,0.488,0.63,Médio,403.94,0.41
520380,2010,0.292,0.1,0.41,0.366,0.671,0.802,0.545,0.692,Alto,594.38,0.55
520390,2010,0.272,0.092,0.383,0.341,0.71,0.831,0.614,0.7,Muito Alto,625.26,0.43
520393,2010,0.251,0.084,0.403,0.265,0.687,0.806,0.57,0.707,Alto,650.67,0.49
520396,2010,0.363,0.228,0.333,0.528,0.704,0.813,0.591,0.727,Alto,735.72,0.77
520410,2010,0.367,0.413,0.315,0.372,0.711,0.84,0.569,0.75,Alto,853.32,0.51
520425,2010,0.271,0.183,0.318,0.31,0.698,0.804,0.602,0.703,Alto,636.17,0.47
520420,2010,0.25,0.039,0.323,0.387,0.727,0.838,0.674,0.68,Muito Alto,549.16,0.47
520440,2010,0.289,0.12,0.38,0.367,0.693,0.808,0.588,0.701,Alto,628.14,0.52
520450,2010,0.209,0.107,0.308,0.212,0.733,0.832,0.641,0.739,Muito Alto,794.78,0.49
520460,2010,0.304,0.127,0.441,0.346,0.654,0.799,0.556,0.628,Médio,398.5,0.42
520465,2010,0.332,0.084,0.427,0.487,0.631,0.819,0.476,0.644,Médio,438.93,0.49
520470,2010,0.267,0.104,0.341,0.355,0.688,0.841,0.565,0.685,Alto,567.41,0.49
520480,2010,0.274,0.179,0.339,0.304,0.694,0.811,0.586,0.702,Alto,632.7,0.46
520485,2010,0.311,0.181,0.44,0.311,0.661,0.829,0.533,0.654,Médio,467.42,0.42
520490,2010,0.311,0.093,0.398,0.442,0.692,0.815,0.616,0.661,Médio,487.96,0.55
520495,2010,0.385,0.222,0.45,0.483,0.654,0.796,0.577,0.608,Médio,351.52,0.45
520500,2010,0.256,0.199,0.284,0.285,0.713,0.824,0.649,0.677,Muito Alto,541.99,0.44
520505,2010,0.381,0.252,0.484,0.408,0.701,0.823,0.578,0.724,Alto,724.42,0.58
520510,2010,0.209,0.155,0.254,0.219,0.766,0.819,0.715,0.769,Muito Alto,959.4,0.51
520530,2010,0.428,0.148,0.599,0.536,0.585,0.808,0.415,0.595,Muito Baixo,324.92,0.62
520430,2010,0.215,0.158,0.275,0.213,0.73,0.84,0.598,0.774,Muito Alto,987.3,0.53
520540,2010,0.189,0.093,0.222,0.251,0.774,0.841,0.733,0.753,Muito Alto,865.23,0.53
520545,2010,0.242,0.011,0.355,0.359,0.711,0.807,0.652,0.684,Muito Alto,564.44,0.47
520547,2010,0.173,0.001,0.336,0.182,0.742,0.837,0.652,0.748,Muito Alto,841.5,0.41
520552,2010,0.317,0.099,0.421,0.43,0.658,0.82,0.549,0.633,Médio,410.83,0.5
520590,2010,0.262,0.156,0.351,0.278,0.698,0.831,0.582,0.703,Alto,635.98,0.43
520630,2010,0.196,0.038,0.275,0.274,0.688,0.838,0.554,0.703,Alto,635.46,0.52
520640,2010,0.277,0.136,0.369,0.326,0.708,0.805,0.626,0.706,Muito Alto,645.4,0.55
520650,2010,0.246,0.06,0.343,0.336,0.706,0.803,0.634,0.692,Muito Alto,592.36,0.43
520660,2010,0.173,0.045,0.236,0.239,0.737,0.819,0.657,0.744,Muito Alto,819.81,0.58
520570,2010,0.188,0.005,0.269,0.291,0.686,0.803,0.578,0.696,Alto,608.31,0.48
520670,2010,0.379,0.198,0.414,0.524,0.654,0.815,0.558,0.614,Médio,364.51,0.55
520680,2010,0.227,0.031,0.325,0.326,0.697,0.819,0.6,0.688,Alto,578.93,0.47
520690,2010,0.294,0.253,0.231,0.398,0.716,0.862,0.606,0.702,Muito Alto,632.22,0.4
520710,2010,0.256,0.08,0.26,0.429,0.729,0.841,0.696,0.663,Muito Alto,494.6,0.4
520830,2010,0.313,0.105,0.424,0.409,0.653,0.812,0.55,0.624,Médio,388.34,0.57
520725,2010,0.305,0.073,0.447,0.397,0.668,0.84,0.519,0.684,Médio,563.89,0.45
520735,2010,0.282,0.098,0.328,0.42,0.702,0.808,0.594,0.722,Muito Alto,715.8,0.5
520740,2010,0.276,0.189,0.277,0.36,0.739,0.826,0.648,0.755,Muito Alto,876.15,0.53
520750,2010,0.223,0.065,0.302,0.303,0.707,0.847,0.593,0.703,Muito Alto,636.54,0.48
520753,2010,0.349,0.232,0.376,0.439,0.65,0.799,0.534,0.644,Médio,441.39,0.44
520760,2010,0.298,0.093,0.445,0.357,0.685,0.831,0.576,0.671,Alto,519.87,0.45
520780,2010,0.224,0.065,0.325,0.283,0.732,0.838,0.688,0.681,Muito Alto,552.43,0.42
520790,2010,0.482,0.339,0.541,0.566,0.597,0.799,0.457,0.583,Muito Baixo,301.92,0.63
520810,2010,0.322,0.206,0.39,0.371,0.715,0.834,0.638,0.686,Alto,569.96,0.55
520815,2010,0.225,0.02,0.291,0.363,0.659,0.828,0.499,0.692,Alto,594.56,0.54
520850,2010,0.228,0.19,0.233,0.261,0.76,0.849,0.727,0.711,Muito Alto,667.11,0.43
520860,2010,0.287,0.262,0.297,0.303,0.727,0.84,0.636,0.719,Muito Alto,701.38,0.47
520910,2010,0.329,0.364,0.301,0.323,0.725,0.824,0.627,0.737,Alto,785.84,0.5
520890,2010,0.299,0.197,0.363,0.336,0.709,0.804,0.621,0.713,Muito Alto,674.54,0.52
520915,2010,0.35,0.262,0.426,0.361,0.674,0.806,0.559,0.68,Médio,549.9,0.44
520940,2010,0.401,0.117,0.501,0.586,0.636,0.814,0.557,0.569,Baixo,276.13,0.48
520929,2010,0.24,0.129,0.276,0.317,0.688,0.816,0.625,0.637,Alto,421.71,0.41
520945,2010,0.32,0.065,0.35,0.544,0.652,0.815,0.563,0.604,Médio,343.74,0.43
520960,2010,0.357,0.386,0.389,0.295,0.693,0.814,0.62,0.661,Médio,487.99,0.5
520980,2010,0.299,0.213,0.325,0.359,0.677,0.824,0.577,0.652,Alto,461.13,0.42
520990,2010,0.426,0.24,0.56,0.477,0.644,0.826,0.527,0.615,Baixo,368.39,0.53
520993,2010,0.314,0.338,0.326,0.279,0.692,0.822,0.59,0.683,Médio,560.52,0.45
520995,2010,0.282,0.163,0.345,0.34,0.7,0.836,0.592,0.694,Muito Alto,598.96,0.45
521010,2010,0.278,0.247,0.269,0.318,0.701,0.823,0.589,0.711,Muito Alto,666.96,0.49
521015,2010,0.292,0.234,0.322,0.321,0.695,0.816,0.642,0.643,Alto,436.1,0.42
521020,2010,0.201,0.071,0.251,0.282,0.743,0.84,0.667,0.731,Muito Alto,757.39,0.51
521030,2010,0.285,0.125,0.36,0.37,0.711,0.831,0.652,0.664,Muito Alto,498.82,0.43
521040,2010,0.253,0.104,0.345,0.311,0.719,0.828,0.61,0.735,Muito Alto,773.67,0.55
521056,2010,0.317,0.267,0.275,0.409,0.693,0.817,0.596,0.683,Médio,560.17,0.39
521060,2010,0.247,0.143,0.29,0.307,0.717,0.828,0.648,0.689,Muito Alto,580.67,0.46
521080,2010,0.244,0.074,0.336,0.323,0.69,0.835,0.57,0.692,Alto,592.1,0.44
521090,2010,0.326,0.302,0.358,0.319,0.724,0.844,0.626,0.72,Alto,705.2,0.56
521100,2010,0.321,0.169,0.406,0.39,0.677,0.816,0.568,0.67,Médio,518.21,0.46
521120,2010,0.232,0.103,0.291,0.301,0.726,0.837,0.654,0.7,Muito Alto,621.79,0.48
521130,2010,0.304,0.169,0.43,0.313,0.693,0.86,0.503,0.769,Médio,960.55,0.6
521140,2010,0.229,0.104,0.309,0.273,0.718,0.833,0.638,0.697,Muito Alto,611.99,0.46
521150,2010,0.211,0.11,0.281,0.242,0.752,0.838,0.681,0.744,Muito Alto,821.43,0.49
521160,2010,0.242,0.062,0.352,0.313,0.704,0.825,0.622,0.68,Muito Alto,551.05,0.45
521170,2010,0.294,0.282,0.258,0.343,0.708,0.821,0.625,0.69,Muito Alto,586.84,0.44
521180,2010,0.259,0.062,0.383,0.334,0.699,0.841,0.588,0.692,Alto,595.02,0.45
521190,2010,0.207,0.094,0.288,0.238,0.757,0.856,0.655,0.774,Muito Alto,987.04,0.55
521200,2010,0.248,0.051,0.33,0.363,0.688,0.824,0.601,0.658,Alto,479.14,0.41
521205,2010,0.303,0.059,0.485,0.364,0.649,0.814,0.523,0.642,Médio,433.41,0.45
521210,2010,0.364,0.412,0.346,0.334,0.705,0.826,0.595,0.714,Alto,679.21,0.48
521220,2010,0.226,0.077,0.297,0.302,0.743,0.842,0.635,0.768,Muito Alto,951.07,0.66
521225,2010,0.173,0.007,0.214,0.296,0.741,0.868,0.639,0.733,Muito Alto,765.86,0.52
521230,2010,0.289,0.131,0.409,0.327,0.659,0.812,0.529,0.665,Alto,502.85,0.44
521260,2010,0.285,0.187,0.327,0.342,0.745,0.854,0.648,0.748,Muito Alto,842.23,0.66
521270,2010,0.389,0.237,0.459,0.47,0.627,0.816,0.494,0.61,Médio,357.12,0.53
521280,2010,0.316,0.145,0.42,0.383,0.691,0.838,0.579,0.68,Médio,548.96,0.48
521290,2010,0.246,0.071,0.346,0.319,0.699,0.822,0.601,0.692,Alto,594.43,0.46
521295,2010,0.294,0.149,0.31,0.424,0.679,0.84,0.572,0.651,Alto,458.45,0.41
521300,2010,0.376,0.352,0.44,0.336,0.677,0.823,0.553,0.682,Médio,557.51,0.42
521308,2010,0.298,0.14,0.322,0.432,0.707,0.803,0.637,0.691,Muito Alto,590.7,0.52
521310,2010,0.253,0.127,0.357,0.276,0.718,0.84,0.584,0.753,Muito Alto,869.04,0.55
521340,2010,0.234,0.054,0.325,0.324,0.696,0.818,0.631,0.652,Alto,461.94,0.43
521350,2010,0.47,0.289,0.582,0.538,0.614,0.816,0.481,0.592,Baixo,317.66,0.61
521370,2010,0.275,0.158,0.288,0.379,0.706,0.806,0.621,0.704,Muito Alto,637.58,0.49
521375,2010,0.191,0.049,0.274,0.251,0.732,0.827,0.644,0.738,Muito Alto,791.6,0.49
521377,2010,0.377,0.147,0.484,0.499,0.613,0.816,0.488,0.578,Médio,291.78,0.55
521380,2010,0.21,0.076,0.3,0.254,0.734,0.861,0.621,0.739,Muito Alto,792.66,0.49
521385,2010,0.306,0.213,0.289,0.417,0.695,0.826,0.629,0.644,Médio,441.44,0.42
521390,2010,0.222,0.04,0.294,0.333,0.706,0.811,0.624,0.696,Muito Alto,607.34,0.51
521400,2010,0.276,0.115,0.4,0.312,0.683,0.825,0.565,0.684,Alto,562.97,0.42
521405,2010,0.381,0.224,0.438,0.479,0.634,0.812,0.488,0.642,Médio,434.73,0.47
521410,2010,0.313,0.202,0.358,0.378,0.68,0.806,0.584,0.668,Médio,512.49,0.54
521440,2010,0.295,0.199,0.339,0.348,0.71,0.808,0.631,0.702,Muito Alto,631.12,0.49
521460,2010,0.266,0.135,0.336,0.326,0.715,0.806,0.64,0.709,Muito Alto,659.49,0.53
521470,2010,0.244,0.135,0.282,0.316,0.677,0.796,0.604,0.647,Alto,447.78,0.37
521480,2010,0.206,0.003,0.31,0.303,0.746,0.849,0.696,0.703,Muito Alto,635.99,0.43
521483,2010,0.338,0.216,0.395,0.404,0.643,0.813,0.485,0.674,Médio,531.22,0.48
521486,2010,0.346,0.307,0.352,0.377,0.681,0.816,0.59,0.657,Médio,476.52,0.47
521487,2010,0.31,0.099,0.37,0.462,0.655,0.812,0.54,0.642,Médio,435.91,0.39
521490,2010,0.303,0.11,0.369,0.43,0.634,0.812,0.529,0.594,Médio,323.19,0.44
521520,2010,0.267,0.111,0.337,0.351,0.7,0.828,0.599,0.691,Alto,588.85,0.43
521525,2010,0.423,0.173,0.54,0.556,0.658,0.83,0.55,0.623,Baixo,387.14,0.49
521530,2010,0.244,0.097,0.282,0.354,0.715,0.827,0.612,0.722,Muito Alto,714.39,0.51
521540,2010,0.229,0.056,0.288,0.341,0.719,0.821,0.674,0.672,Muito Alto,525.12,0.49
521550,2010,0.161,0.004,0.237,0.242,0.747,0.83,0.697,0.721,Muito Alto,710.38,0.44
521565,2010,0.229,0.114,0.253,0.32,0.713,0.837,0.66,0.656,Muito Alto,473.62,0.38
521570,2010,0.267,0.072,0.401,0.327,0.698,0.815,0.598,0.698,Alto,616.59,0.44
521580,2010,0.184,0.005,0.248,0.299,0.73,0.804,0.659,0.734,Muito Alto,769.47,0.56
521590,2010,0.221,0.003,0.327,0.334,0.722,0.833,0.63,0.718,Muito Alto,695.63,0.52
521600,2010,0.248,0.012,0.384,0.349,0.686,0.818,0.574,0.688,Alto,579.89,0.42
521630,2010,0.269,0.151,0.32,0.336,0.711,0.836,0.612,0.702,Muito Alto,631.89,0.43
521640,2010,0.294,0.137,0.434,0.311,0.672,0.807,0.547,0.687,Alto,575.52,0.46
521645,2010,0.264,0.041,0.427,0.324,0.676,0.832,0.538,0.691,Alto,588.01,0.49
521680,2010,0.235,0.118,0.311,0.276,0.712,0.834,0.642,0.674,Muito Alto,530.37,0.41
521690,2010,0.331,0.146,0.43,0.416,0.684,0.816,0.6,0.654,Médio,467.97,0.54
521710,2010,0.29,0.204,0.329,0.338,0.722,0.87,0.6,0.72,Muito Alto,707.83,0.47
521720,2010,0.252,0.111,0.33,0.314,0.72,0.848,0.63,0.699,Muito Alto,621.14,0.49
521740,2010,0.203,0.082,0.268,0.257,0.744,0.88,0.65,0.719,Muito Alto,702.46,0.45
521770,2010,0.345,0.276,0.366,0.393,0.687,0.835,0.547,0.71,Médio,663.44,0.54
521800,2010,0.258,0.121,0.34,0.311,0.727,0.845,0.642,0.709,Muito Alto,658.39,0.56
521805,2010,0.232,0.081,0.354,0.26,0.684,0.827,0.541,0.716,Alto,688.68,0.39
521810,2010,0.295,0.139,0.462,0.284,0.654,0.803,0.513,0.68,Alto,550.39,0.39
521830,2010,0.405,0.285,0.527,0.402,0.659,0.819,0.53,0.659,Baixo,481.68,0.54
521839,2010,0.297,0.179,0.343,0.369,0.684,0.821,0.579,0.673,Alto,526.65,0.43
521850,2010,0.234,0.117,0.309,0.275,0.74,0.863,0.642,0.732,Muito Alto,761.68,0.46
521860,2010,0.204,0.048,0.278,0.286,0.727,0.827,0.667,0.698,Muito Alto,616.74,0.44
521870,2010,0.239,0.063,0.357,0.295,0.693,0.84,0.588,0.674,Alto,529.17,0.41
521878,2010,0.148,0.013,0.221,0.21,0.731,0.878,0.629,0.707,Muito Alto,649.71,0.44
521880,2010,0.224,0.103,0.329,0.24,0.754,0.853,0.656,0.765,Muito Alto,936.75,0.54
521890,2010,0.233,0.13,0.281,0.288,0.719,0.814,0.666,0.686,Muito Alto,573,0.43
521900,2010,0.248,0.118,0.301,0.326,0.736,0.832,0.662,0.725,Muito Alto,727.33,0.53
521910,2010,0.274,0.234,0.346,0.243,0.706,0.832,0.635,0.667,Muito Alto,508.41,0.39
521920,2010,0.241,0.062,0.29,0.37,0.689,0.827,0.563,0.7,Alto,624.37,0.49
521925,2010,0.201,0.022,0.321,0.261,0.713,0.847,0.608,0.703,Muito Alto,635.23,0.48
521930,2010,0.264,0.179,0.357,0.254,0.724,0.823,0.627,0.734,Muito Alto,769.09,0.53
521935,2010,0.274,0.165,0.381,0.275,0.683,0.818,0.593,0.658,Alto,480.67,0.4
521940,2010,0.265,0.104,0.397,0.294,0.714,0.842,0.616,0.703,Muito Alto,634.76,0.48
521945,2010,0.317,0.184,0.425,0.342,0.634,0.82,0.487,0.639,Médio,425.3,0.44
521950,2010,0.251,0.06,0.399,0.294,0.702,0.844,0.636,0.643,Muito Alto,438.54,0.43
521960,2010,0.35,0.247,0.445,0.359,0.665,0.824,0.561,0.635,Médio,416.11,0.46
521970,2010,0.305,0.153,0.36,0.403,0.701,0.826,0.644,0.647,Alto,447.39,0.5
521971,2010,0.283,0.078,0.447,0.324,0.69,0.835,0.592,0.665,Alto,502.83,0.42
522050,2010,0.229,0.006,0.395,0.285,0.681,0.804,0.551,0.713,Alto,677.06,0.48
522060,2010,0.338,0.382,0.342,0.29,0.708,0.814,0.606,0.721,Alto,708.82,0.51
522068,2010,0.381,0.121,0.458,0.565,0.645,0.826,0.546,0.595,Médio,324.26,0.47
521980,2010,0.459,0.349,0.54,0.487,0.597,0.829,0.445,0.576,Muito Baixo,288.36,0.6
521990,2010,0.275,0.039,0.425,0.362,0.651,0.824,0.509,0.658,Alto,479.13,0.47
522000,2010,0.37,0.246,0.395,0.468,0.685,0.812,0.609,0.65,Médio,457.89,0.53
522005,2010,0.182,0.008,0.256,0.281,0.724,0.818,0.664,0.699,Muito Alto,619.67,0.49
522010,2010,0.199,0.037,0.282,0.278,0.731,0.809,0.671,0.721,Muito Alto,712.23,0.48
522015,2010,0.298,0.185,0.386,0.324,0.669,0.801,0.581,0.643,Alto,435.99,0.39
522020,2010,0.319,0.182,0.385,0.391,0.664,0.818,0.536,0.667,Médio,507.02,0.45
522026,2010,0.203,0.004,0.297,0.308,0.697,0.802,0.619,0.681,Alto,553.79,0.44
522028,2010,0.212,0.05,0.304,0.28,0.693,0.833,0.598,0.668,Alto,509.66,0.45
522040,2010,0.238,0.069,0.346,0.3,0.721,0.825,0.6,0.756,Muito Alto,883.78,0.55
522070,2010,0.338,0.12,0.456,0.437,0.617,0.802,0.498,0.59,Médio,314.05,0.56
522100,2010,0.18,0.012,0.245,0.282,0.715,0.846,0.619,0.7,Muito Alto,622.79,0.43
522108,2010,0.467,0.345,0.578,0.477,0.661,0.817,0.564,0.626,Baixo,394.33,0.52
522145,2010,0.339,0.106,0.438,0.474,0.653,0.812,0.547,0.628,Médio,398.01,0.52
522130,2010,0.14,0.04,0.174,0.207,0.745,0.849,0.672,0.724,Muito Alto,723.26,0.47
522155,2010,0.376,0.402,0.407,0.318,0.691,0.813,0.605,0.671,Médio,519.75,0.45
522150,2010,0.305,0.203,0.355,0.358,0.697,0.82,0.609,0.679,Médio,545.83,0.47
522157,2010,0.296,0.183,0.381,0.324,0.67,0.822,0.579,0.632,Alto,409.38,0.44
522170,2010,0.297,0.153,0.331,0.409,0.703,0.824,0.634,0.665,Muito Alto,500.27,0.46
522160,2010,0.263,0.184,0.303,0.303,0.737,0.86,0.628,0.74,Muito Alto,797.52,0.57
522180,2010,0.31,0.364,0.271,0.294,0.732,0.841,0.666,0.7,Alto,624.55,0.49
522190,2010,0.221,0.015,0.345,0.304,0.687,0.813,0.572,0.698,Alto,614.8,0.46
522200,2010,0.271,0.264,0.275,0.274,0.712,0.818,0.622,0.71,Muito Alto,664.33,0.46
522205,2010,0.415,0.475,0.458,0.313,0.684,0.804,0.563,0.707,Baixo,651.07,0.46
522230,2010,0.281,0.082,0.358,0.404,0.634,0.802,0.504,0.629,Alto,401.84,0.47
520020,2010,0.219,0.049,0.354,0.253,0.722,0.821,0.663,0.691,Muito Alto,591.23,0.46
520010,2010,0.251,0.064,0.38,0.308,0.689,0.841,0.579,0.671,Alto,519.87,0.43
520030,2010,0.304,0.163,0.425,0.324,0.682,0.841,0.568,0.664,Médio,498.09,0.46
520400,2010,0.302,0.085,0.416,0.403,0.668,0.819,0.571,0.637,Médio,420.47,0.48
520549,2010,0.36,0.423,0.371,0.285,0.717,0.814,0.641,0.706,Alto,647.64,0.5
520551,2010,0.425,0.491,0.434,0.351,0.658,0.826,0.531,0.648,Baixo,450.47,0.47
520580,2010,0.35,0.235,0.401,0.413,0.681,0.829,0.572,0.665,Médio,503.01,0.51
520620,2010,0.347,0.28,0.453,0.307,0.699,0.814,0.587,0.716,Médio,686.9,0.57
520800,2010,0.279,0.141,0.385,0.31,0.744,0.852,0.665,0.726,Muito Alto,732.24,0.56
521250,2010,0.396,0.471,0.398,0.319,0.701,0.831,0.602,0.689,Alto,580.88,0.5
521305,2010,0.312,0.12,0.392,0.425,0.665,0.824,0.543,0.656,Médio,474.44,0.58
521523,2010,0.412,0.465,0.451,0.319,0.684,0.851,0.567,0.664,Baixo,498.44,0.46
521560,2010,0.424,0.397,0.475,0.401,0.651,0.801,0.515,0.67,Baixo,518.12,0.56
521730,2010,0.26,0.1,0.355,0.324,0.693,0.813,0.604,0.678,Alto,544.78,0.49
521760,2010,0.405,0.471,0.422,0.322,0.669,0.81,0.566,0.653,Baixo,466.69,0.43
521975,2010,0.425,0.506,0.438,0.33,0.665,0.818,0.556,0.647,Baixo,449.39,0.45
522185,2010,0.326,0.437,0.314,0.227,0.746,0.815,0.695,0.733,Alto,764.73,0.5
522220,2010,0.384,0.196,0.57,0.385,0.646,0.818,0.534,0.619,Médio,376.72,0.48
520017,2010,0.37,0.307,0.402,0.4,0.671,0.817,0.55,0.672,Médio,525.2,0.6
520025,2010,0.375,0.461,0.373,0.292,0.686,0.847,0.589,0.647,Médio,449.38,0.43
520005,2010,0.292,0.279,0.318,0.278,0.708,0.83,0.622,0.687,Muito Alto,574.96,0.42
520140,2010,0.35,0.478,0.334,0.239,0.718,0.834,0.619,0.716,Alto,689.3,0.47
520180,2010,0.4,0.466,0.4,0.334,0.684,0.836,0.56,0.683,Baixo,560.22,0.45
520330,2010,0.331,0.413,0.309,0.271,0.715,0.837,0.607,0.721,Alto,708.62,0.51
520355,2010,0.359,0.422,0.346,0.309,0.682,0.817,0.58,0.671,Médio,520.02,0.44
520360,2010,0.287,0.206,0.338,0.318,0.701,0.826,0.615,0.677,Muito Alto,541.9,0.4
520455,2010,0.372,0.378,0.369,0.367,0.685,0.814,0.591,0.669,Médio,515.56,0.44
520520,2010,0.398,0.411,0.442,0.342,0.664,0.815,0.54,0.665,Médio,500.32,0.44
520880,2010,0.349,0.413,0.339,0.296,0.694,0.831,0.596,0.674,Médio,529.59,0.39
520840,2010,0.293,0.167,0.346,0.367,0.702,0.824,0.62,0.678,Muito Alto,543.48,0.52
520870,2010,0.291,0.412,0.263,0.198,0.799,0.838,0.739,0.824,Muito Alto,1348.55,0.58
